swiss_french,standard_french,dialect,part_of_speech,definition,source,notes
faire,,vaud,unknown,"usage dusubs.nomination ,ouprendre unautre tour. nonpas,c'est-à-dire,aucontraire ,ilestcharmant .Lalocu-",Glossaire vaud (1861),Line 4881
tion,nonpasP.F.dans cesens,vaud,unknown,nonpasP.F.dans cesens.,Glossaire vaud (1861),Line 4884
lenotariat,N.P.lenotarial ,vaud,unknown,.N.P.lenotarial .,Glossaire vaud (1861),Line 4888
avec,"delafarine etdesœufs,etqui,parlamanière dont",vaud,unknown,"delafarine etdesœufs,etqui,parlamanière dont",Glossaire vaud (1861),Line 4891
elle,Acad .,vaud,unknown,"estcoupée ,ressemble auvermicelle .(Acad .)N.P.des",Glossaire vaud (1861),Line 4892
noudles,auplur.,vaud,unknown,".Nudel ,nudeln (auplur.),estlenom allemand des",Glossaire vaud (1861),Line 4893
nouilles,,vaud,unknown,.,Glossaire vaud (1861),Line 4894
frère,,vaud,unknown,",nous deux masœur ;D.monfrère etmoi,masœur et",Glossaire vaud (1861),Line 4898
moi,,vaud,unknown,.,Glossaire vaud (1861),Line 4899
velles,,vaud,unknown,"?Mais onpeut dire,voici dunouveau ,aimer lenou-",Glossaire vaud (1861),Line 4902
veau,qu'y a-t-ildenouveau ?,vaud,unknown,",qu'y a-t-ildenouveau ?",Glossaire vaud (1861),Line 4903
saitnayer,,vaud,unknown,",comme leprouve lepassage suivant duchevalier deLaTour Landy :",Glossaire vaud (1861),Line 4905
sens,,vaud,unknown,detrouver difficiles même leschoses faciles .L'expres-,Glossaire vaud (1861),Line 4910
sion,,vaud,unknown,estinterprétée différemment par Bescherelle :cetau-,Glossaire vaud (1861),Line 4911
teur,,vaud,unknown,luidonne lesens suivant :seditd'un homme malheu-,Glossaire vaud (1861),Line 4912
reux,,vaud,unknown,etmal habile ;ceque l'Acad .rend par ilsenoierait,Glossaire vaud (1861),Line 4913
dans,uncrachat ,vaud,unknown,uncrachat .,Glossaire vaud (1861),Line 4914
lescitations,,vaud,unknown,suivantes : nuit;D.semettre àlanuit.,Glossaire vaud (1861),Line 4917
méro,,vaud,unknown,.,Glossaire vaud (1861),Line 4928
plement,,vaud,unknown,"lanuque . de,prend àoude,auchoix del'oreille :lareligion nous",Glossaire vaud (1861),Line 4930
oblige,,vaud,unknown,àsecourir oudesecourir nossemblables .Dans lesens,Glossaire vaud (1861),Line 4934
derendre,,vaud,unknown,"service ,ilprend deetjamais à:vous m'obligerez dem'accompagner .-Etre obligé neseditpoint deschoses ; ainsi,aulieu dedire,lemérite oblige d'être modeste ;D.le",Glossaire vaud (1861),Line 4935
mérite,,vaud,unknown,"doitêtre modeste .-Jesuisd'obligé de....,P.F. 152 OBS",Glossaire vaud (1861),Line 4938
direct,,vaud,unknown,"depersonne ,doitêtreprécédé duverbe faire.Ainsi ,",Glossaire vaud (1861),Line 4941
etnon,,vaud,unknown,"pas,jevous observe que,...ilnous observa que....-",Glossaire vaud (1861),Line 4943
obus,,vaud,unknown,.,Glossaire vaud (1861),Line 4947
donne,,vaud,unknown,"beaucoup demouvement ,quiprend dusouci :telest",Glossaire vaud (1861),Line 4950
lesens,,vaud,unknown,"desmots couson ;cousonner ,quinesont pasfran-",Glossaire vaud (1861),Line 4951
çais,,vaud,unknown,". bes:ils'occupe àmefaire avoir uneplace .S'occuper de,se",Glossaire vaud (1861),Line 4952
met,,vaud,unknown,avec lessubstantifs :ils'occupe demon affaire .,Glossaire vaud (1861),Line 4955
dans,,vaud,unknown,"œuffrais ,œuf dur,niaupluriel ;onprononce uneu frais,uneudur,deseu.-Enparlant d'un avare ,N.P.il",Glossaire vaud (1861),Line 4957
tondrait,unœuf;D.iltondrait surunœuf,vaud,unknown,unœuf;D.iltondrait surunœuf.,Glossaire vaud (1861),Line 4959
accompagner,,vaud,unknown,.S'offrir prend à:ils'offre ànous accompa-,Glossaire vaud (1861),Line 4962
gner,,vaud,unknown,.,Glossaire vaud (1861),Line 4963
mot,,vaud,unknown,"oun'étant jamais interjection . tre.-Etre propre comme unoignon ,nesetrouve pas dans ledict.;mais onlitdans Besch .:Etre vêtu comme unoignon ,",Glossaire vaud (1861),Line 4965
êtretrèsbien,"vêtu,êtrefortcouvert devêtements ",vaud,unknown,"vêtu,êtrefortcouvert devêtements .",Glossaire vaud (1861),Line 4969
roues,,vaud,unknown,"d'une voiture . lonsolive,etquel'ontrouve dans lesprés auprintemps ,a",Glossaire vaud (1861),Line 4971
reçu,,vaud,unknown,des botanistes lenom deprimevère .(Primula grandi-,Glossaire vaud (1861),Line 4975
flora,),vaud,unknown,.),Glossaire vaud (1861),Line 4976
mots,,vaud,unknown,",lavoyelle oseprononce avec une sorte d'aspiration .",Glossaire vaud (1861),Line 4980
nasme,,vaud,unknown,"ridicule ;D.simplement unetempête ,ouuneviolente",Glossaire vaud (1861),Line 4983
tempête,,vaud,unknown,.,Glossaire vaud (1861),Line 4984
autre,,vaud,unknown,sens . l'oreille .N.P.lesourles ;D.lesoreillons .,Glossaire vaud (1861),Line 4986
geade,,vaud,unknown,.,Glossaire vaud (1861),Line 4991
barie,,vaud,unknown,.,Glossaire vaud (1861),Line 4994
doigt,dupied .N.P.l'orteuil ,vaud,unknown,dupied .N.P.l'orteuil .,Glossaire vaud (1861),Line 4996
lanzer,,vaud,unknown,.,Glossaire vaud (1861),Line 5000
enfants,,vaud,unknown,"mangent avec avidité .N.P.delasalette ,delasa-",Glossaire vaud (1861),Line 5005
liette,,vaud,unknown,",delasayette . 154 OSE qu'on veut exprimer faiblement lanégation :jen'ose vous en",Glossaire vaud (1861),Line 5006
prier,,vaud,unknown,".Jen'ose pas,nieplus fortement ;jen'ose point ,plus",Glossaire vaud (1861),Line 5010
fortement,encore ,vaud,unknown,encore .,Glossaire vaud (1861),Line 5011
desaules,,vaud,unknown,dont onemploie lesjeunes rameaux àfaire des,Glossaire vaud (1861),Line 5013
liens,,vaud,unknown,",despaniers ,etc. Lepleyon estunpetit lien d'osier ,",Glossaire vaud (1861),Line 5014
avec,,vaud,unknown,"lequel onattache lesvignes ,lesbranches d'arbre ,les",Glossaire vaud (1861),Line 5015
cercles,,vaud,unknown,"detonneaux ,etc.N.P.desavans . ossu,quiabeaucoup d'os,degros os.",Glossaire vaud (1861),Line 5016
ousedécouvrir,,vaud,unknown,.,Glossaire vaud (1861),Line 5020
sont,tout ouvertes ,vaud,unknown,tout ouvertes .,Glossaire vaud (1861),Line 5028
dont,Pr.okçalide .,vaud,unknown,lesfeuilles ontungoût agréable .N.P.dupain decou- cou;D.del'oxalyde .(Pr.okçalide .)Enlatin oxalys aceto-,Glossaire vaud (1861),Line 5032
sella,,vaud,unknown,.,Glossaire vaud (1861),Line 5034
pa-ki-derme,,vaud,unknown,.) fétu.-N.P.tirer àlacourte -bûche ;D.tirer àlacourte-,Glossaire vaud (1861),Line 5037
paille,,vaud,unknown,.Jen'aipas trouvé dans ledict.l'expression cher-,Glossaire vaud (1861),Line 5042
cher,,vaud,unknown,"lespoux parmi lapaille ,quenous employons dans le",Glossaire vaud (1861),Line 5043
sens,,vaud,unknown,de:trouver àredire pour descauses insignifiantes .,Glossaire vaud (1861),Line 5044
cacheter,,vaud,unknown,.-N.P.desnavettes ;D.despetits pains .-N.P.,Glossaire vaud (1861),Line 5046
une,,vaud,unknown,matole debeurre ;D.unpain debeurre .-N.P.du,Glossaire vaud (1861),Line 5047
nillon,,vaud,unknown,;D.dupain denoix.-Nous donnons lenom debis-,Glossaire vaud (1861),Line 5048
caume,,vaud,unknown,àunesorte depain d'épice qu'on nefaitqu'en Suisse .,Glossaire vaud (1861),Line 5049
vent,,vaud,unknown,"pasdans lesdictionnaires . terquelqu'un depair àcompagnon ,letraiter comme sion",Glossaire vaud (1861),Line 5051
était,LAFONTAINE .,vaud,unknown,sonégal . (LAFONTAINE .)-Nous disons :ilssont pair etcompagnon . Pair nepeut,Glossaire vaud (1861),Line 5054
sedire,lemari etlafemme,vaud,unknown,pour couple (lemari etlafemme ). N.P.voilà un,Glossaire vaud (1861),Line 5059
beau,,vaud,unknown,pair.N.P.jouer àpair ounonpair ;D.jouer àpair,Glossaire vaud (1861),Line 5060
ou,non ,vaud,unknown,non .,Glossaire vaud (1861),Line 5061
unepaire,,vaud,unknown,"degants ,demouchettes ,debottes ,etc.N.P.une",Glossaire vaud (1861),Line 5063
paire,Voyez lemot pantalon .,vaud,unknown,depantalons .(Voyez lemot pantalon .),Glossaire vaud (1861),Line 5064
cher,,vaud,unknown,lestraits .N.P.lemaillon ;D.lepalonnier .,Glossaire vaud (1861),Line 5067
enfant,"esttoujours pâlet,P.F",vaud,unknown,"esttoujours pâlet,P.F.",Glossaire vaud (1861),Line 5069
chemise, 156 PAN,vaud,unknown,. 156 PAN,Glossaire vaud (1861),Line 5071
nade,,vaud,unknown,.,Glossaire vaud (1861),Line 5075
panier,depoires ;D.unepanerée de,vaud,unknown,depoires ;D.unepanerée de....,Glossaire vaud (1861),Line 5077
àbasques,,vaud,unknown,",lemot panneau ayant unautre sens .",Glossaire vaud (1861),Line 5080
relle,,vaud,unknown,:Panner sedisait pour essuyer unmeuble avec un,Glossaire vaud (1861),Line 5082
linge,,vaud,unknown,".Sepanner ,v.pr.Etre panné .»Onsaitqu'en patois sépaná signifie s'essuyer :vatépanâ ,vat'essuyer .",Glossaire vaud (1861),Line 5083
serrure,,vaud,unknown,.N.P.labarbe d'une clef.Les trois parties d'une,Glossaire vaud (1861),Line 5086
clefsont,,vaud,unknown,"l'anneau ,latigeetlepanneton . estfam.;cependant Molière aemployé cemot dans levers:",Glossaire vaud (1861),Line 5087
glais,pr.bauel,vaud,unknown,"disent bowel (pr.bauel )pour boyau ,etqueboyau s'é-",Glossaire vaud (1861),Line 5095
crivait,,vaud,unknown,boel envieux français .,Glossaire vaud (1861),Line 5096
nom,,vaud,unknown,",D.mon pantalon etnon pasmes pantalons .Même re-",Glossaire vaud (1861),Line 5098
marque,,vaud,unknown,"pour lessubs.caleçon ,culotte . pan,pane ,panô .)",Glossaire vaud (1861),Line 5099
perche,N.P.papagai ,vaud,unknown,.N.P.papagai .,Glossaire vaud (1861),Line 5104
lettres,,vaud,unknown,. Iln'est pasexact dedire :Avez -vous lulespa-,Glossaire vaud (1861),Line 5108
piers,,vaud,unknown,?Ilfaut ajouter l'adj .publics etdire :avez-vous lules,Glossaire vaud (1861),Line 5109
papiers,,vaud,unknown,publics oulesjournaux ?N.P.dupapier cassé ;D.,Glossaire vaud (1861),Line 5110
dupapier,Besch .,vaud,unknown,brouillard . lait.Faire manger dupapin àunenfant .(Besch .)Lemême,Glossaire vaud (1861),Line 5111
auteur,,vaud,unknown,donne aussi leverbe paper enajoutant :Sedisait,Glossaire vaud (1861),Line 5114
pour,,vaud,unknown,manger àlamanière desenfants .Onvoit parcesci-,Glossaire vaud (1861),Line 5115
tations,,vaud,unknown,"l'origine denotre mot papette ,P.F.-PAR ,prép.Onverra parl'exemple suivant ,lesingulier",Glossaire vaud (1861),Line 5116
usage,,vaud,unknown,"que nous faisons delaprép .par. Oùdemeure parlaCheneau -de-Bourg ,ouparSt.Pierre .D.jecrois qu'il demeure dans larue,etc.",Glossaire vaud (1861),Line 5117
parader,,vaud,unknown,",s'égalancher ,P.F.--Défiler laparade signifie mou- rir.Nous employons cette expression dans lesens depar- tir,s'enaller,s'esquiver .",Glossaire vaud (1861),Line 5122
bonne,"parcelle ,ousuivant lecasunbonclos,unbonvi-",vaud,unknown,"parcelle ,ousuivant lecasunbonclos,unbonvi-",Glossaire vaud (1861),Line 5129
gnoble,,vaud,unknown,.,Glossaire vaud (1861),Line 5130
nerlepar-dessus,,vaud,unknown,.,Glossaire vaud (1861),Line 5132
doitdonc,,vaud,unknown,"pasdire qu'une personne estpardonnable ;ilfaut direqu'elle estexcusable ,ouprendre unautre tour.",Glossaire vaud (1861),Line 5134
unrégime,,vaud,unknown,indirect depersonne ;d'où ilsuit qu'il nefaut,Glossaire vaud (1861),Line 5137
pasdirepardonner,,vaud,unknown,"àsoningratitude ,nipardonner quelqu'un . 158 PAR qu'un ,",Glossaire vaud (1861),Line 5138
reille,,vaud,unknown,"!pour marquer l'étonnement ,P.F.Onpeut larem-",Glossaire vaud (1861),Line 5143
placer,,vaud,unknown,"endisant :c'est étonnant ,ouparl'exclamation vrai-",Glossaire vaud (1861),Line 5144
ment,!,vaud,unknown,!....,Glossaire vaud (1861),Line 5145
luisuisdeparent,"D.jesuissonparent ,ilestmonparent ",vaud,unknown,";D.jesuissonparent ,ilestmonparent .",Glossaire vaud (1861),Line 5147
ques,,vaud,unknown,pour dire d'un individu qu'il estunparesseux .Ce,Glossaire vaud (1861),Line 5150
sont,,vaud,unknown,:avoir lescôtes enlong ;avoir lapeau desreins trop,Glossaire vaud (1861),Line 5151
courte,,vaud,unknown,;trouver laterre trop basse .Ces expressions nesont,Glossaire vaud (1861),Line 5152
pasdans,ledictionnaire ,vaud,unknown,ledictionnaire .,Glossaire vaud (1861),Line 5153
veux,,vaud,unknown,-tufrémer que oui?pour dire veux -tuparier que....,Glossaire vaud (1861),Line 5156
leconte,,vaud,unknown,intitulé leroi Flore :,Glossaire vaud (1861),Line 5158
mot,,vaud,unknown,vient -ildel'allemand dolmetschen qui signifie inter-,Glossaire vaud (1861),Line 5163
préter,?,vaud,unknown,?,Glossaire vaud (1861),Line 5164
droit,,vaud,unknown,",P.F.Ilfaut répondre :nulle part.",Glossaire vaud (1861),Line 5166
tager,,vaud,unknown,"avec,quand onconserve uneportion decequ'on par-",Glossaire vaud (1861),Line 5168
tage,etnonpartager à,vaud,unknown,",etpartager entre (etnonpartager à),quand onnese",Glossaire vaud (1861),Line 5169
réserve,,vaud,unknown,rien pour soi:j'aitout partagé entre cesenfants et,Glossaire vaud (1861),Line 5170
non,àcesenfants ,vaud,unknown,àcesenfants .,Glossaire vaud (1861),Line 5171
ment,,vaud,unknown,"pour tomber .Jepréfère cependant cette expression à celle-ci:faire desculs-plats ,quidureste n'est pasfran-",Glossaire vaud (1861),Line 5175
çaise,,vaud,unknown,.,Glossaire vaud (1861),Line 5177
quilles,,vaud,unknown,";D.une partie debillard ,dequilles ,deloto,etc.",Glossaire vaud (1861),Line 5179
dans,,vaud,unknown,"unautre ,ildemande après luilaprép .pour ,etnon",Glossaire vaud (1861),Line 5181
laprép,,vaud,unknown,.à.N.P.ilestparti àVevey .Etsans attendre plus,Glossaire vaud (1861),Line 5182
longtemps,Acad .,vaud,unknown,",ilpartit àGenève ;D.ilpartit pour .... (Acad .).Onefface lestraits ducrayon defusain avec des",Glossaire vaud (1861),Line 5183
parures,,vaud,unknown,".N.P.avec duperrin ,duperron ,duparron . sic'est vrai;sans lepassij'yirai;diable lepas;D.cen'est",Glossaire vaud (1861),Line 5186
pasvrai,,vaud,unknown,",jen'yiraipas. direnonpasdutout.Lemot avouè neseditplus.Onlit",Glossaire vaud (1861),Line 5190
dans,,vaud,unknown,"leconte d'Aucassin etNicolette : l'adjectif passager ,pour signifier oùl'on passe fréquem- ment.N.P.chemin passager ,ruepassagère ;D.chemin pas- sant,rue passante .",Glossaire vaud (1861),Line 5193
passé,,vaud,unknown,.,Glossaire vaud (1861),Line 5200
lacet,,vaud,unknown,.,Glossaire vaud (1861),Line 5202
signifie,,vaud,unknown,"aperdu sonéclat ;cette fleur ,cette couleur sepasse , c'est-à-direperd sonéclat.N.P.dans cesens :cette fleur, etc.,passe . 160 PAS",Glossaire vaud (1861),Line 5204
pastilles,dementhe ,vaud,unknown,dementhe .,Glossaire vaud (1861),Line 5209
patata,,vaud,unknown,patata ;N.P.patatin patata .,Glossaire vaud (1861),Line 5212
pâte,,vaud,unknown,"d'homme ,signifie unbonhomme ,unboncœur d'homme .",Glossaire vaud (1861),Line 5214
cacabot,"""",vaud,unknown,"."".",Glossaire vaud (1861),Line 5217
unpater,,vaud,unknown,",unbeau pater .D.unepatère .",Glossaire vaud (1861),Line 5219
ment,Acad .,vaud,unknown,l'ietl'e)d'une poule ;D.lespattes .N.P.unverre à pied;D.unverre àpatte .Onditaussi lapatte d'une coupe . (Acad .)N.P.c'est une palte mouillée ;D.c'est une poule,Glossaire vaud (1861),Line 5225
mouillée,,vaud,unknown,.,Glossaire vaud (1861),Line 5228
simple,,vaud,unknown,",bien crédule .Cette expression P.F.",Glossaire vaud (1861),Line 5231
pour,,vaud,unknown,"fille perdue . l'expression :voilà oùleschats sepeignent ,c'est-à-direla",Glossaire vaud (1861),Line 5233
difficulté,estlà,vaud,unknown,estlà.,Glossaire vaud (1861),Line 5238
trouve,,vaud,unknown,dans Besch .:peine passe plaisir .,Glossaire vaud (1861),Line 5240
enrésulte,N.P.peinturlurage ,vaud,unknown,.N.P.peinturlurage .,Glossaire vaud (1861),Line 5243
lurer,,vaud,unknown,.,Glossaire vaud (1861),Line 5245
trop,épaisse ,vaud,unknown,épaisse .,Glossaire vaud (1861),Line 5250
naude,,vaud,unknown,.,Glossaire vaud (1861),Line 5252
linges,pendillent ,vaud,unknown,pendillent .,Glossaire vaud (1861),Line 5254
Quebuvez,,vaud,unknown,"vous là?C'est dupénible ,P.F.",Glossaire vaud (1861),Line 5256
jepense,j'aipensé ,vaud,unknown,",j'aipensé .",Glossaire vaud (1861),Line 5258
certain,,vaud,unknown,"prix ;être enpension ,chercher unepension .N.P.",Glossaire vaud (1861),Line 5260
prendre,,vaud,unknown,pension .Onpeut encore moins employer cette ex-,Glossaire vaud (1861),Line 5261
pression,,vaud,unknown,dans lesens deprendre sesrepas seulement .,Glossaire vaud (1861),Line 5262
pentapétale,"pentaphylle ,pentateuque ",vaud,unknown,",pentaphylle ,pentateuque .",Glossaire vaud (1861),Line 5264
roide,,vaud,unknown,",rapide ,abrupte ,unecôte escarpée .",Glossaire vaud (1861),Line 5266
ditpour,RAYNOUARD .,vaud,unknown,"ravin ,précipice : (RAYNOUARD .)",Glossaire vaud (1861),Line 5267
unepente,,vaud,unknown,",ilenapris unepente ,P.F. d'un gond .N.P.uneépare ,éparre . 162 PÉP",Glossaire vaud (1861),Line 5272
dents,,vaud,unknown,;D.lesdents vont bientôt percer àcetenfant .Onpeut,Glossaire vaud (1861),Line 5280
direaussi,,vaud,unknown,d'un enfant qu'il faitsesdents .N.P.cepapier,Glossaire vaud (1861),Line 5281
perce,Acad .,vaud,unknown,";D.cepapier boit.-N.P.j'aiététranspercé jusqu'aux os,pour direj'aiétéextrêmement mouillé delapluie ;D. j'aiétépercé jusqu'aux os.(Acad .)",Glossaire vaud (1861),Line 5282
firmation,,vaud,unknown,lesmots :mon père .Avez -vous osé luidire tout cela? Mon père oui.Tun'es pasparti ? Mon père non.,Glossaire vaud (1861),Line 5290
mage,persillé ,vaud,unknown,persillé .,Glossaire vaud (1861),Line 5296
taudière," tons,fam",vaud,unknown,". tons,fam.",Glossaire vaud (1861),Line 5301
huche,haspirée,vaud,unknown,"(haspirée ),unpétrissoir . l'eau ,P.F.",Glossaire vaud (1861),Line 5306
mais,,vaud,unknown,"point méchant ,c'est unbrelurin ,unpetit brelurin ;",Glossaire vaud (1861),Line 5311
cemot,P.F,vaud,unknown,P.F.,Glossaire vaud (1861),Line 5312
tez-moi,,vaud,unknown,"unpeuvotre livre ;attendez -moi unpeu. Dans peu,dans peudetemps ;souspeu,bientôt .N.P.avant qu'il",Glossaire vaud (1861),Line 5315
soitpeu,,vaud,unknown,":j'irai vous voir avant qu'il soitpeu,P.F.Ilfaut",Glossaire vaud (1861),Line 5317
dire,,vaud,unknown,"dans peu,ousous peu,selon lecas. fait,pour exprimer quel'onn'anidit,nitrouvé ,nifait.",Glossaire vaud (1861),Line 5318
verbe,,vaud,unknown,"pouvoir ,forme unpléonasme vicieux .N.P.peut-être",Glossaire vaud (1861),Line 5325
ilpourra,venir ;D.peut-êtreilviendra ,vaud,unknown,venir ;D.peut-êtreilviendra .,Glossaire vaud (1861),Line 5326
luiavec,Besch .,vaud,unknown,"sespiaillées ,P.F. (Besch .)",Glossaire vaud (1861),Line 5328
titbonhomme,Besch .,vaud,unknown,"dechemin ,P.F. després.(Besch .)N.P.dupiapau . 164 PIC",Glossaire vaud (1861),Line 5337
pichoter,,vaud,unknown,.,Glossaire vaud (1861),Line 5345
untacon,,vaud,unknown,":cemot,quin'est plus usité ,sedisait autrefois des",Glossaire vaud (1861),Line 5347
pièces,,vaud,unknown,"quel'onmettait auxsouliers .-Faire l'arbre fourchu ,",Glossaire vaud (1861),Line 5348
mettre,,vaud,unknown,"latête enbasetlespieds enhaut écartés l'unde l'autre .Nous disons faire lapièce droite ,P.F.",Glossaire vaud (1861),Line 5349
fûtcent,,vaud,unknown,pieds sous terre ;D.jevoudrais qu'il fûtàcent pieds,Glossaire vaud (1861),Line 5353
sous,,vaud,unknown,"terre .Dépêche -toi,nemets pasdeux pieds dans un",Glossaire vaud (1861),Line 5354
soulier,,vaud,unknown,.Jen'ai pastrouvé cette expression dans lediction-,Glossaire vaud (1861),Line 5355
naire,,vaud,unknown,;mais dans lemême sens Besch .dit:aller depied,Glossaire vaud (1861),Line 5356
comme,,vaud,unknown,"unchat maigre .Unrevire -pied,pour dire lalar-",Glossaire vaud (1861),Line 5357
