swiss_french,standard_french,dialect,part_of_speech,definition,source,notes
PAYS,,vaud,noun_masculine,"Nous disons ,vous croyez cequ'il dit?....",Glossaire Vaudois (1861),DCG parsed
PEAU,,vaud,noun_feminine,"Cemotestfrançais ,mais ilnepeut sedire",Glossaire Vaudois (1861),DCG parsed
PÊCHER,,vaud,noun_masculine,Arbre fruitier .N.P.unpêchier .,Glossaire Vaudois (1861),DCG parsed
PEIGNE,unpeigne fin.,vaud,noun_masculine,N.P.unepeignette ;D.unpeigne fin.,Glossaire Vaudois (1861),DCG parsed
PEIGNER,,vaud,verb_pronominal,Jen'ai pastrouvé dans lesDict.,Glossaire Vaudois (1861),DCG parsed
PEINE,,vaud,noun_feminine,Nous disons :lapeine passe leplaisir .On,Glossaire Vaudois (1861),DCG parsed
PEINTURAGE,,vaud,noun_masculine,"Action depeinturer ,eteffet qui",Glossaire Vaudois (1861),DCG parsed
PEINTURER,,vaud,verb_active,Enduire decouleur .N.P.peintur-,Glossaire Vaudois (1861),DCG parsed
PELOTER,,vaud,verb_pronominal,Sebattre .N.P.seploter .,Glossaire Vaudois (1861),DCG parsed
PELOTON,,vaud,noun_masculine,N.P.ploton .,Glossaire Vaudois (1861),DCG parsed
PELURE,,vaud,noun_feminine,"N.P.lacouenne dufromage ,delatomme ;",Glossaire Vaudois (1861),DCG parsed
D,,vaud,unknown,"lapelure dufromage ,delatomme ;ôterlapelure ,pelure",Glossaire Vaudois (1861),DCG parsed
PENAUD,"penaud ,pe-",vaud,adjective,"N.P.peneux ,peneuse ;D.penaud ,pe-",Glossaire Vaudois (1861),DCG parsed
PENDILLER,ces,vaud,verb_neutral,N.P.ceslinges bambillent ;D.ces,Glossaire Vaudois (1861),DCG parsed
PÉNIBLE,,vaud,adjective,Pénible nepeut sedirepour mauvais vin.,Glossaire Vaudois (1861),DCG parsed
PENSER,,vaud,verb_neutral,"N.P.jemepense ,jemesuis pensé ;D.",Glossaire Vaudois (1861),DCG parsed
PENSION,,vaud,noun_feminine,Lieu oùl'onestlogé etnourri pour un,Glossaire Vaudois (1861),DCG parsed
PENTAGONE,,vaud,noun_masculine,"Pr.pan,ainsi quedans pentandrie ,",Glossaire Vaudois (1861),DCG parsed
PENTURE,,vaud,noun_feminine,Bande deferquireçoit lemamelon,Glossaire Vaudois (1861),DCG parsed
GLOSS,,vaud,unknown,VAUD . 11,Glossaire Vaudois (1861),DCG parsed
PÉPIE,,vaud,noun_feminine,N.P.pepie .,Glossaire Vaudois (1861),DCG parsed
PÉPINIÈRE,,vaud,noun_feminine,N.P.pimpinière .,Glossaire Vaudois (1861),DCG parsed
PERCER,,vaud,verb_neutral,N.P.cet.enfant vabientôt percer ses,Glossaire Vaudois (1861),DCG parsed
PERCHE,,vaud,noun_feminine,Poisson .N.P.uneperchette .,Glossaire Vaudois (1861),DCG parsed
PERCHER,,vaud,verb_pronominal,"N.P.s'aguiller ,seganguiller ;",Glossaire Vaudois (1861),DCG parsed
D,,vaud,unknown,sepercher .,Glossaire Vaudois (1861),DCG parsed
PERCLUS,,vaud,adjective,Fait auféminin percluse .,Glossaire Vaudois (1861),DCG parsed
PÈRE,,vaud,noun_masculine,Nous ajoutons souvent abusivement àl'af-,Glossaire Vaudois (1861),DCG parsed
PÉRIL,(Mouillez F'l.)N.P.àsespé,vaud,noun_masculine,(Mouillez F'l.)N.P.àsespérils etrisques ;,Glossaire Vaudois (1861),DCG parsed
D,,vaud,unknown,àsesrisques etpérils .,Glossaire Vaudois (1861),DCG parsed
PERSIL,,vaud,noun_masculine,Plante potagère .,Glossaire Vaudois (1861),DCG parsed
PERSILLÉ,dufro-,vaud,adjective,N.P.dufromage persillet ;D.dufro-,Glossaire Vaudois (1861),DCG parsed
PERTURBATEUR,,vaud,noun_masculine,N.P.pertubateur .,Glossaire Vaudois (1861),DCG parsed
PÉTAUD,duroi,vaud,noun_masculine,N.P.lacour duroiPetaud ;D.duroi,Glossaire Vaudois (1861),DCG parsed
PÉTAUDIÈRE,,vaud,noun_feminine,Assemblée confuse .N.P.unepe-,Glossaire Vaudois (1861),DCG parsed
PETON,despe-,vaud,noun_masculine,Petit pied.N.P.despiotons ;D.despe-,Glossaire Vaudois (1861),DCG parsed
PÉTRIN,"unpétrin ,une",vaud,noun_masculine,"N.P.unepétrissoire ;D.unpétrin ,une",Glossaire Vaudois (1861),DCG parsed
PÉTRIR,,vaud,verb_active,"Dupainpétri aulait,P.F. Pétrir sur",Glossaire Vaudois (1861),DCG parsed
PÉTULANT,,vaud,adjective,"Onditd'unenfant vif,gai,pétulant ,",Glossaire Vaudois (1861),DCG parsed
PEU,simplement unpeu.,vaud,noun_masculine,N.P.unpetit peu;D.simplement unpeu.,Glossaire Vaudois (1861),DCG parsed
PEUR,unegrande peur.,vaud,noun_feminine,N.P.une belle peur ;D.unegrande peur.,Glossaire Vaudois (1861),DCG parsed
PIALLERIE,,vaud,noun_feminine,N.P.despiaillées ;onn'entend que,Glossaire Vaudois (1861),DCG parsed
PIAILLEUR,,vaud,noun_masculine,N.P.unpiaillard .,Glossaire Vaudois (1861),DCG parsed
N,,vaud,unknown,"P.aller,marcher pian-pian;ilallait pian-pian sonpe-",Glossaire Vaudois (1861),DCG parsed
PIAPAN,,vaud,noun_masculine,Undes noms vulgaires delarenoncule,Glossaire Vaudois (1861),DCG parsed
PIAULER,,vaud,verb_neutral,Seplaindre enpleurant .,Glossaire Vaudois (1861),DCG parsed
N,,vaud,unknown,P.piouler .Depuis letemps qu'elle pioule !P.F.,Glossaire Vaudois (1861),DCG parsed
PICOTER,,vaud,verb_pronominal,S'agacer mutuellement .N.P.se,Glossaire Vaudois (1861),DCG parsed
PIÈCE,,vaud,noun_feminine,Morceau d'étoffe pour raccommoder .N.P.,Glossaire Vaudois (1861),DCG parsed
PIED,,vaud,noun_masculine,"N.P.ilest,ilatoujours lepied enl'air;",Glossaire Vaudois (1861),DCG parsed
D,,vaud,unknown,ilatoujours unpied enl'air.-N.P.jevoudrais qu'il,Glossaire Vaudois (1861),DCG parsed
PIE-GRIÈCHE,,vaud,noun_feminine,Femme d'une humeur aigre etque-,Glossaire Vaudois (1861),DCG parsed
PIERRE,unepierre àbri-,vaud,noun_feminine,N.P.unepierre àfeu;D.unepierre àbri-,Glossaire Vaudois (1861),DCG parsed
PIÉTONNER,,vaud,verb_neutral,Aller àpied.N.P.piotonner .,Glossaire Vaudois (1861),DCG parsed
PIGNE,un,vaud,noun_masculine,"Fruit dupin,dusapin .N.P.unepive;D.un",Glossaire Vaudois (1861),DCG parsed
PIGNOCHER,,vaud,verb_neutral,Manger négligemment etparpetits,Glossaire Vaudois (1861),DCG parsed
PILE,unepile debois.-,vaud,noun_feminine,N.P.unetêche debois;D.unepile debois.-,Glossaire Vaudois (1861),DCG parsed
N,ilareçu une,vaud,unknown,"P.ilareçu unepile,unefameuse pile;D.ilareçu une",Glossaire Vaudois (1861),DCG parsed
PIMBÈCHE,,vaud,noun_feminine,Femme quifaitlaprécieuse .N.P.une,Glossaire Vaudois (1861),DCG parsed
PINACLE,,vaud,noun_masculine,"N.P.êtreaupinacle ,monter aupina-",Glossaire Vaudois (1861),DCG parsed
PINCETTES,lespin-,vaud,noun_feminine,plur.N.P.lapincette ;D.lespin-,Glossaire Vaudois (1861),DCG parsed
PINSON,,vaud,noun_masculine,Oiseau .N.P.unquinson .,Glossaire Vaudois (1861),DCG parsed
PIPER,,vaud,verb_active,"Lev.piper estfrançais ,mais ilnepeut se",Glossaire Vaudois (1861),DCG parsed
PIPETTE,,vaud,noun_feminine,"Petite pipe.L'expression ,çanevaut pas",Glossaire Vaudois (1861),DCG parsed
PIQUET,,vaud,noun_masculine,Compter aupiquet ;illuiadonné unsavon,Glossaire Vaudois (1861),DCG parsed
P,,vaud,unknown,"F. Ilfaut dire considérable ,ouprendre unautre tour .",Glossaire Vaudois (1861),DCG parsed
PIQUETTE,,vaud,noun_feminine,Seditd'une boisson d'eau etdemarc,Glossaire Vaudois (1861),DCG parsed
PIRE,,vaud,adjective,Nes'emploie pascomme adv.Ilestdonc in-,Glossaire Vaudois (1861),DCG parsed
PIS,tant pis.-N.P.demal en,vaud,adverb,N.P.tant pire;D.tant pis.-N.P.demal en,Glossaire Vaudois (1861),DCG parsed
PISSAT,,vaud,noun_masculine,"Urine d'âne ,decheval ,dechien ,dechat .",Glossaire Vaudois (1861),DCG parsed
N,,vaud,unknown,P.lepisson .,Glossaire Vaudois (1861),DCG parsed
PITANCE,,vaud,noun_feminine,Cequel'onmange avec lepain.N.P.la,Glossaire Vaudois (1861),DCG parsed
PIVOINE,,vaud,noun_feminine,"Pivoine estdugenre féminin ,soitqu'il",Glossaire Vaudois (1861),DCG parsed
PLAFOND,,vaud,noun_masculine,"Plafond nepeut sedirepour plancher ,",Glossaire Vaudois (1861),DCG parsed
PLAINDRE,,vaud,verb_pronominal,N.P.qu'avez -vousàvousplaindre ?,Glossaire Vaudois (1861),DCG parsed
D,,vaud,unknown,dequoi avez-vous àvous plaindre ?,Glossaire Vaudois (1861),DCG parsed
PLAISANTERIE,,vaud,noun_feminine,"Faire une monture ,unvinaigre ,",Glossaire Vaudois (1861),DCG parsed
PLAN,,vaud,noun_masculine,Cemot estfrançais ;mais onnepeut pas,Glossaire Vaudois (1861),DCG parsed
PLANÇON,,vaud,noun_masculine,",ouPLANTARD ,s.m.Branche qu'on",Glossaire Vaudois (1861),DCG parsed
PLANTAIN,,vaud,noun_masculine,"Jouer duplantain ,pour planter làquel-",Glossaire Vaudois (1861),DCG parsed
PLATINE,,vaud,noun_feminine,"Cemot estfrançais ,mais onnepeut pas",Glossaire Vaudois (1861),DCG parsed
PLATITUDE,,vaud,noun_feminine,Défaut decequiestplat dans lessen-,Glossaire Vaudois (1861),DCG parsed
PLATRAS,,vaud,noun_masculine,Débris devieux murs .N.P.,Glossaire Vaudois (1861),DCG parsed
PLATRER,,vaud,verb_active,"Enduire deplâtre :plâtrer unmur,un",Glossaire Vaudois (1861),DCG parsed
PLÉONASME,,vaud,noun_masculine,Redondance deparoles .Lepléo-,Glossaire Vaudois (1861),DCG parsed
PLEURER,,vaud,verb_neutral,N.P.churler .,Glossaire Vaudois (1861),DCG parsed
PLEUVOIR,,vaud,verb_neutral,L'Acad .dit:quand ilpleuvrait deshalle-,Glossaire Vaudois (1861),DCG parsed
PLIER,,vaud,verb_active,"Leverbe câler,quin'est pasfrançais ,est",Glossaire Vaudois (1861),DCG parsed
PLOMB,,vaud,adverb,"N.P.mettre d'àplomb ,dresser d'à",Glossaire Vaudois (1861),DCG parsed
PLUME,,vaud,noun_feminine,Les écoliers appellent rongeon deplume une,Glossaire Vaudois (1861),DCG parsed
PLUMET,,vaud,noun_masculine,"Cemotestfrançais ,mais onnepeut pas",Glossaire Vaudois (1861),DCG parsed
PLUS,,vaud,adverb,Ya-t-ilencore despommes surl'arbre ?Ne,Glossaire Vaudois (1861),DCG parsed
POCHE,,vaud,noun_feminine,Estunmotfrançais ;mais onnepeut l'em-,Glossaire Vaudois (1861),DCG parsed
POÊLE,unpoêle . Nous,vaud,noun_masculine,N.P.unfourneau ;D.unpoêle . Nous,Glossaire Vaudois (1861),DCG parsed
POÊLIER,,vaud,noun_masculine,Celui quifaitlespoêles .Jecrois quele,Glossaire Vaudois (1861),DCG parsed
POIGNÉE,,vaud,noun_feminine,"Apoignée ,loc.adv.,en",Glossaire Vaudois (1861),DCG parsed
POINT,,vaud,noun_masculine,N.P.unpicolon .,Glossaire Vaudois (1861),DCG parsed
POINTEMENT,,vaud,noun_masculine,Action depointer lecanon .N.P.le,Glossaire Vaudois (1861),DCG parsed
POIRE,,vaud,noun_feminine,N.P.unpoire .-N.P.unepoire Goliath ;,Glossaire Vaudois (1861),DCG parsed
D,,vaud,unknown,"unepoire d'angoisse ,unepoire d'étranguillon . N.P.un",Glossaire Vaudois (1861),DCG parsed
POIRÉ,,vaud,noun_masculine,Cidre faitavecdespoires ;N.P.delapoi-,Glossaire Vaudois (1861),DCG parsed
POIS,despois goulus .,vaud,noun_masculine,N.P.despois mange -tout;D.despois goulus .,Glossaire Vaudois (1861),DCG parsed
POISON,dupoison .,vaud,noun_masculine,N.P.delapoison ;D.dupoison .,Glossaire Vaudois (1861),DCG parsed
POISSER,,vaud,verb_active,"Enduire ,frotter depoix:poisser dufil,",Glossaire Vaudois (1861),DCG parsed
D,,vaud,unknown,donner poisson d'avril .,Glossaire Vaudois (1861),DCG parsed
POIVRIER,,vaud,noun_masculine,"POIVRIÈRE ,s.f.Poivrier ,pièce de",Glossaire Vaudois (1861),DCG parsed
POIX,,vaud,noun_feminine,N.P.delapèdze .Onlitdans Raynouard :,Glossaire Vaudois (1861),DCG parsed
POLENTA,,vaud,noun_feminine,Bouillie faite avec delafarine demaïs .,Glossaire Vaudois (1861),DCG parsed
POLISSON,,vaud,noun_masculine,Petit garçon malpropre etvagabond .,Glossaire Vaudois (1861),DCG parsed
POLTRON,,vaud,adjective,N.P.caqueux .Ilesttrop caqueux pour,Glossaire Vaudois (1861),DCG parsed
POMME,,vaud,noun_feminine,Dites lapomme d'une canne .(Voy.pom-,Glossaire Vaudois (1861),DCG parsed
POMMEAU,,vaud,noun_masculine,Neseditqu'en parlant d'une épée ou,Glossaire Vaudois (1861),DCG parsed
POMPON,,vaud,noun_masculine,Ornement militaire .L'expression àmoi,Glossaire Vaudois (1861),DCG parsed
POMPONNER,,vaud,verb_pronominal,Separer avec recherche .,Glossaire Vaudois (1861),DCG parsed
N,,vaud,unknown,P.sepouponner .,Glossaire Vaudois (1861),DCG parsed
PONCIS,,vaud,noun_masculine,Dessin piqué surlequel on,Glossaire Vaudois (1861),DCG parsed
PONT,,vaud,noun_masculine,Quand onparcourt unpoint dans lesens de,Glossaire Vaudois (1861),DCG parsed
PONTONAGE,,vaud,noun_masculine,N.P.pontenage .,Glossaire Vaudois (1861),DCG parsed
PORREAU,,vaud,noun_masculine,N.P.poureau .,Glossaire Vaudois (1861),DCG parsed
PORTE,,vaud,noun_feminine,Lemot portette P.F.,Glossaire Vaudois (1861),DCG parsed
PORTER,l'unpor-,vaud,verb_active,etn.N.P.l'undans l'autre ;D.l'unpor-,Glossaire Vaudois (1861),DCG parsed
D,,vaud,unknown,laculotte . Jen'ai pastrouvé lesexpressions porter,Glossaire Vaudois (1861),DCG parsed
POSAGE,,vaud,noun_masculine,Travail etdépense pour poser certains,Glossaire Vaudois (1861),DCG parsed
POT,unpotde,vaud,noun_masculine,N.P.une toupine debeurre ;D.unpotde,Glossaire Vaudois (1861),DCG parsed
P,,vaud,unknown,"F.- Lafortune dupot,l'ordinaire pour ledîner d'une",Glossaire Vaudois (1861),DCG parsed
POTAMOT,,vaud,noun_masculine,Genre deplantes quitapissent souvent,Glossaire Vaudois (1861),DCG parsed
POTÉE,,vaud,noun_feminine,Cequiestcontenu dans unpot;unepotée,Glossaire Vaudois (1861),DCG parsed
POTERIE,,vaud,noun_feminine,Vaisselle deterre .N.P.delaterraille .,Glossaire Vaudois (1861),DCG parsed
POTION,,vaud,noun_feminine,Remède liquide .N.P.uneportion .,Glossaire Vaudois (1861),DCG parsed
POTIRON,,vaud,noun_masculine,Légume .N.P.ducourgeron .,Glossaire Vaudois (1861),DCG parsed
POUDRE,,vaud,noun_feminine,"Poudre deperlimpinpin ,poudre sans effi-",Glossaire Vaudois (1861),DCG parsed
POUFFER,,vaud,verb_neutral,"Pouffer derire,éclater derireinvolon-",Glossaire Vaudois (1861),DCG parsed
POULICHE,,vaud,noun_feminine,N.P.poulaine .,Glossaire Vaudois (1861),DCG parsed
POULS,,vaud,noun_masculine,Battement desartères .,Glossaire Vaudois (1861),DCG parsed
POUMON,,vaud,noun_masculine,"N.P.poulmon ,polmon .",Glossaire Vaudois (1861),DCG parsed
POUPE,,vaud,noun_feminine,"Avoir levent enpoupe ,être enfaveur ,être",Glossaire Vaudois (1861),DCG parsed
POURBOIRE,,vaud,noun_masculine,Petite libéralité ensigne desatisfac-,Glossaire Vaudois (1861),DCG parsed
D,,vaud,unknown,unpourboire .(Enallemand trinkgeld signifie unpour-,Glossaire Vaudois (1861),DCG parsed
POUSSE,,vaud,noun_feminine,Jetqu'un végétal ligneux produit dans le,Glossaire Vaudois (1861),DCG parsed
POUSSIN,,vaud,noun_masculine,Petit poulet nouvellement éclos .Cesubs.,Glossaire Vaudois (1861),DCG parsed
POUTRE,unepoutre .,vaud,noun_feminine,N.P.unpoutre ;D.unepoutre .,Glossaire Vaudois (1861),DCG parsed
POUVOIR,,vaud,verb_active,"Quinepeut nepeut,expression popu-",Glossaire Vaudois (1861),DCG parsed
P,,vaud,unknown,F.,Glossaire Vaudois (1861),DCG parsed
PRÊCHER,,vaud,verb_active,Ilfautdire prêcher unconverti etnon,Glossaire Vaudois (1861),DCG parsed
PRÉCIPITER,,vaud,verb_active,Lespersonnes quin'emploient pasla,Glossaire Vaudois (1861),DCG parsed
PRÉFÉRER,,vaud,verb_active,"modifié parl'adv.plutôt ,forme un",Glossaire Vaudois (1861),DCG parsed
PRÉJUDICE,,vaud,noun_masculine,Veut deetnonpasà:sanspréjudice,Glossaire Vaudois (1861),DCG parsed
PRENDRE,,vaud,verb_active,Prendre quelqu'un auxcheveux .N.P.,Glossaire Vaudois (1861),DCG parsed
PRÉSENCE,,vaud,noun_feminine,"Enprésence de,loc.prép.N.P.présence",Glossaire Vaudois (1861),DCG parsed
PRÉSENT,,vaud,adverb,Lesdeux mot oreetoreindrai se,Glossaire Vaudois (1861),DCG parsed
PRESSER,,vaud,verb_active,Approcher une personne contre uneau-,Glossaire Vaudois (1861),DCG parsed
N,je,vaud,unknown,"P.cethabit mepresse ,cechapeau mepresse ,etc.D.je",Glossaire Vaudois (1861),DCG parsed
D,,vaud,unknown,"cethabit estpressé ,cechapeau estpressé ,oubien,jesuis",Glossaire Vaudois (1861),DCG parsed
PRÊT,,vaud,noun_masculine,Unprêtdemille francs .,Glossaire Vaudois (1861),DCG parsed
PRETANTAINE,,vaud,noun_feminine,"Courir lapretantaine ,courir çàet",Glossaire Vaudois (1861),DCG parsed
PRIER,,vaud,verb_active,"Inviter ,convier .Prier àdîner ,prier àune",Glossaire Vaudois (1861),DCG parsed
PRIMEVÈRE,,vaud,noun_feminine,Plante àfleurjaune .N.P.desolives.,Glossaire Vaudois (1861),DCG parsed
PRISER,,vaud,verb_neutral,Aspirer par lenezdelapoudre detabac .,Glossaire Vaudois (1861),DCG parsed
N,,vaud,unknown,P.nifler .,Glossaire Vaudois (1861),DCG parsed
PRISON,,vaud,noun_feminine,N.P.uncroton pour une prison basse et,Glossaire Vaudois (1861),DCG parsed
PRIVÉ,,vaud,noun_masculine,Lieu d'une maison oùl'onvafaire sesné-,Glossaire Vaudois (1861),DCG parsed
PROCHAIN,,vaud,adjective,"N.P.lasemaine quivient ,lemois qui",Glossaire Vaudois (1861),DCG parsed
PROCHE,,vaud,adjective,"Onnepeut pasdire,c'est mon plus près",Glossaire Vaudois (1861),DCG parsed
PROCURATION,,vaud,noun_feminine,Pouvoir donné parquelqu'un à,Glossaire Vaudois (1861),DCG parsed
PROCUREUR,,vaud,noun_masculine,"Nous disons agir parprocuré ,c'est",Glossaire Vaudois (1861),DCG parsed
PROFITER,,vaud,verb_neutral,"N.P.cetenfant botasse ,cesarbres",Glossaire Vaudois (1861),DCG parsed
PROMENER,,vaud,verb_active,Leverbe promener n'est jamais neu-,Glossaire Vaudois (1861),DCG parsed
PRORATA,,vaud,adverb,Aproportion .Unrâte ouunerâte,Glossaire Vaudois (1861),DCG parsed
PROVIN,unprovin .,vaud,noun_masculine,N.P.uneprovignure ;D.unprovin .,Glossaire Vaudois (1861),DCG parsed
PRUNEAU,,vaud,noun_masculine,Prune séchée aufour ouausoleil :la,Glossaire Vaudois (1861),DCG parsed
PRUNELLE,,vaud,noun_feminine,Prune sauvage quivient dans leshaies .,Glossaire Vaudois (1861),DCG parsed
N,,vaud,unknown,P.des belosses .,Glossaire Vaudois (1861),DCG parsed
PSAUMES,,vaud,noun_masculine,plur .Recueil descent cinquante psau-,Glossaire Vaudois (1861),DCG parsed
D,,vaud,unknown,lafièvre puerperale .,Glossaire Vaudois (1861),DCG parsed
PUISOIR,"plutôt unpuisoir ,une",vaud,noun_masculine,"N.P.ungoume ;D.plutôt unpuisoir ,une",Glossaire Vaudois (1861),DCG parsed
PULPE,,vaud,noun_feminine,"Lesparties lesplus charnues desanimaux ,",Glossaire Vaudois (1861),DCG parsed
PULVÉRIN,,vaud,noun_masculine,Poudre trèsfine.N.P.pulverin .,Glossaire Vaudois (1861),DCG parsed
PURGATION,unepurgation .,vaud,noun_feminine,N.P.unepurge ;D.unepurgation .,Glossaire Vaudois (1861),DCG parsed
PUTOIS,,vaud,noun_masculine,"Nous désignons sous lenom depetou ,le",Glossaire Vaudois (1861),DCG parsed
QUANTIÈME,,vaud,noun_masculine,N.P.lecombien avons -nous ?lecom-,Glossaire Vaudois (1861),DCG parsed
QUANTITÉ,,vaud,noun_feminine,"N.P.unepétée de.....,unetapée de....;",Glossaire Vaudois (1861),DCG parsed
QUART,,vaud,noun_masculine,"Les expressions piquer unquart ,taper de",Glossaire Vaudois (1861),DCG parsed
QUASI,,vaud,adverb,Quasi marque laressemblance,Glossaire Vaudois (1861),DCG parsed
QUEL,,vaud,adjective,Quel nepeut pas sedire pour quelque dans,Glossaire Vaudois (1861),DCG parsed
QUELQUES,,vaud,adjective,Onpeut bien dire lesquelques objets,Glossaire Vaudois (1861),DCG parsed
QUENOTE,,vaud,noun_feminine,Dent depetit enfant ;fam.Iladéjà deux,Glossaire Vaudois (1861),DCG parsed
QUEUE,,vaud,noun_feminine,"Laqueue d'une poêle ,signifie lalongue",Glossaire Vaudois (1861),DCG parsed
N,,vaud,unknown,"P.lemanche delapoêle ,etc.",Glossaire Vaudois (1861),DCG parsed
QUIDAM,,vaud,noun_masculine,"QUIDANE ,s.f.(Pr.kidan ,kidane .)Per-",Glossaire Vaudois (1861),DCG parsed
QUILLE,aux quilles .,vaud,noun_feminine,N.P.jouer aux guilles ;D.aux quilles .,Glossaire Vaudois (1861),DCG parsed
QUILLER,,vaud,verb_neutral,Replacer lesquilles abattues .N.P.ra-,Glossaire Vaudois (1861),DCG parsed
QUILLIER,,vaud,noun_masculine,Sedit:1ºdel'espace carré dans lequel,Glossaire Vaudois (1861),DCG parsed
CLOSS,,vaud,unknown,VAUD .12,Glossaire Vaudois (1861),DCG parsed
QUINQUET,,vaud,noun_masculine,Quinquet nesaurait sedire pour œil:,Glossaire Vaudois (1861),DCG parsed
QUITTE,,vaud,adjective,Etre quitte àquitte ;nous voilà quitte à,Glossaire Vaudois (1861),DCG parsed
QUITTER,,vaud,verb_active,"Ilfaitbien chaud ,vous devriez poser vo-",Glossaire Vaudois (1861),DCG parsed
RABACHER,,vaud,verb_neutral,Revenir souvent etinutilement surce,Glossaire Vaudois (1861),DCG parsed
RABAT,,vaud,noun_masculine,"Terme dejeu.Jouer lerabat ,coup qui",Glossaire Vaudois (1861),DCG parsed
RABATTRE,,vaud,verb_neutral,Uncoldechemise quiserabat surles,Glossaire Vaudois (1861),DCG parsed
RABOBELINER,,vaud,verb_active,Raccommoder tantbien quemal.,Glossaire Vaudois (1861),DCG parsed
N,,vaud,unknown,P.rabobiner .,Glossaire Vaudois (1861),DCG parsed
RABROUER,,vaud,verb_active,"Rabrouer quelqu'un ,lerepousser avec",Glossaire Vaudois (1861),DCG parsed
RACLER,,vaud,verb_active,"Cemotestfrançais ,mais ilnepeut s'em-",Glossaire Vaudois (1861),DCG parsed
RACLOIR,,vaud,noun_masculine,Instrument avec lequel onrâcle .N.P.le,Glossaire Vaudois (1861),DCG parsed
RACLON,,vaud,noun_masculine,Boue ramassée dans lesvilles ousurles,Glossaire Vaudois (1861),DCG parsed
RACORNI,,vaud,adjective,"Quisemble rapetissé ,quinepeut plus",Glossaire Vaudois (1861),DCG parsed
RADIS,desradis oudes,vaud,noun_masculine,N.P.des ravonnets ;D.desradis oudes,Glossaire Vaudois (1861),DCG parsed
RADOUCIR,letemps,vaud,verb_pronominal,N.P.ilfaitduredoux ;D.letemps,Glossaire Vaudois (1861),DCG parsed
RAFAR,,vaud,noun_masculine,Espèce demauvais raisin .(Besch .)Notre,Glossaire Vaudois (1861),DCG parsed
RAFLE,,vaud,noun_feminine,Grappe deraisin quin'aplus degrains .,Glossaire Vaudois (1861),DCG parsed
N,etlaissé,vaud,unknown,P.ilamangé lesgrains etlaissé lagrappe ;D.etlaissé,Glossaire Vaudois (1861),DCG parsed
RAISIN,,vaud,noun_masculine,Nous donnons lenom d'agrès auxraisins,Glossaire Vaudois (1861),DCG parsed
RAISINÉ,,vaud,noun_masculine,"Sorte deconfiture .N.P.delaraisinée ,",Glossaire Vaudois (1861),DCG parsed
RAISON,,vaud,noun_feminine,"Nepeut sedire pour différend ,dispute ,",Glossaire Vaudois (1861),DCG parsed
P,,vaud,unknown,F.,Glossaire Vaudois (1861),DCG parsed
RAISONNER,,vaud,verb_neutral,Peut sedire dans lesens demur-,Glossaire Vaudois (1861),DCG parsed
RALE,,vaud,noun_masculine,N.P.d'un moribond qu'il estauranco ;D.,Glossaire Vaudois (1861),DCG parsed
RALLONGE,,vaud,noun_feminine,"Les mots apponse ,rapponse ,P.F.",Glossaire Vaudois (1861),DCG parsed
